id,date,text,views,forwards,media,link,text_length,emoji_count,has_hashtag,has_link,topics
9724,2026-06-09 04:40:41+00:00,,11530,7,,https://t.me/tengenomika/9724,0,0,False,False,['прочее']
9723,2026-06-09 04:40:41+00:00,"**Карта банковской силы: Шеберлік**
 
Если рейтинг по активам отвечает на вопрос кто крупнейший, то рейтинг эффективности отвечает на гораздо более практичный вопрос: **кто лучше превращает масштаб в результат**. Потому что большой баланс сам по себе не гарантирует высокой отдачи - он может быть тяжелым, но низкомаржинальным, или наоборот компактным, но крайне прибыльным.

Для сравнения используются показатели:
▫️Превышение текущих доходов над текущими расходами после уплаты подоходного налога __(прокси показатель - чистая прибыль)__;
▫️Рентабельность активов __(или ROA)__;
▫️Рентабельность капитала __(или ROE)__.
 
▪️За апрель 2026 года **суммарная прибыль БВУ составила 795,9 млрд тенге.

Топ-5 банков** составили 76,1% этой прибыли:
1️⃣ АО «Народный Банк Казахстана» – прибыль составила 309,1 млрд тенге __(-25,0 млрд тенге, или 7,5% г/г)__;
2️⃣ АО «Kaspi Bank» – прибыль составила 147,5млрд тенге __(-26,3 млрд тенге, или 15,1% г/г)__;
3️⃣ АО «Банк ЦентрКредит» – прибыль составила 70,4 млрд тенге __(-27,7 млрд тенге, или 28,2% г/г)__;
4️⃣ АО «Отбасы Банк» – прибыль составила 40,0млрд тенге __(-6,3 млрд тенге, или 13,6% г/г)__;
5️⃣ АО «ForteBank» – прибыль составила 39,0 млрд тенге __(-19,7 млрд тенге, или 33,6% г/г)__.

При этом самую высокую прибыль с одновременно высоким положительным приростом показал АО «Ситибанк Казахстан», который заработал 32,2 млрд тенге __(+4,3 млрд тенге, или 15,3% г/г)__. 

АО «Фридом Банк Казахстан» показал весьма скромный результат по прибыли __(всего 9,1 млрд тенге)__.
 
▪️ROA лучше всего отражает качество управления балансом, потому что меньше зависит от того, насколько банк разогнан своимиобязательствами. 

**Топ-5 БВУ по показателю ROA:**
1️⃣ ДО АО «Банк ВТБ» – 17,5%;
2️⃣ АО «Исламский банк «Заман-Банк» – 8,0%;
3️⃣ АО ДБ «Казахстан-ЗИРААТ Интернешнл Банк»– 7,6%;
4️⃣ АО «Ситибанк Казахстан – 7,0%.
5️⃣ АО «Kaspi Bank» – 6,0%.
 
▪️ROE – это показатель, который отвечает на очень понятный вопрос: сколько чистой прибыли банк создает на каждый 1 тенге собственного капитала. Если ROA показывает эффективность всего баланса, то ROE показывает эффективность именно капитала – ресурса, который для банка является базой устойчивости и одновременно ядром бизнеса. 

**Топ-5 БВУ по показателю ROE:**
1️⃣ АО «Ситибанк Казахстан» – 73,5%;
2️⃣ ДО АО «Банк ВТБ» – 52,1%;
3️⃣ АО «Kaspi Bank» – 40,9%;
4️⃣ АО «Народный Банк Казахстана» – 29,5%;
5️⃣ АО «Bank RBK» – 27,9%.
 
▪️Отдельно полезно держать в фокусе **долю обязательств в активах **как рентген структуры баланса. 

На одном полюсе **банки с более низкой долей обязательств** __(например, АО ИБ «Заман-Банк» – 56,0%, АО ДБ «Казахстан-ЗИРААТ Интернешнл Банк» – 56,1%, ДО АО «Банк ВТБ» – 66,5%, АО «Alatau City Bank» – 68,5%)__, 

На другом **игроки с долей обязательств выше 90%** __(например, АО «Bank RBK» – 91,2%, АО «Ситибанк Казахстан» – 90,4%, АО «Bereke Bank» – 90,6%)__. 

Эта структура помогает понять, как банк фондирует рост и какой рычаг использует в модели.

📮 __Размер банков показывает, кто влияет на сектор, а эффективность показывает, кто умеет превращать ресурсы в результат. В апреле 2026 года крупнейшие банки по-прежнему формируют основную массу прибыли, тогда как лидеры по ROA/ROE демонстрируют наиболее результативные модели на единицу активов и капитала.__

#Финансы 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11805,6,,https://t.me/tengenomika/9723,3340,2,True,True,"['валюта', 'кредиты', 'банки', 'инвестиции', 'бюджет']"
9722,2026-06-09 03:27:29+00:00,"**Утреннее чтиво**

💰 Национальная валюта ослабла по итогам прошедших торгов (08.06.2026), завершив сессию на отметке 487,40 ₸ (+0,29%) за $, при объёме операций 392 млн USD.

🇷🇺 По отношению к российскому рублю курс сложился на уровне 6,65 ₸ (+0,58%), при этом объём торгов достиг 2 433 млн RUB.

💶 Обменный курс EUR/KZT составил 561,75 ₸ (-0,72%), а объём торгов достиг 2 331 тыс EUR.

🐉 По юаню биржевые торги закрылись на отметке 71,70 ₸ (-0,28%), с проведенным объёмом торгов 114 млн CNY.

#УтреннееЧтиво 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11721,1,,https://t.me/tengenomika/9722,553,4,True,True,['валюта']
9721,2026-06-08 15:28:40+00:00,"**О доходах населения и новой картине жизни**

Размышления в очередном материале на Tengrinews о том, почему страна постепенно входит в эпоху дорогой жизни и что нужно делать не только государству, но и самим казахстанцам. А делать что-то придётся. 

https://tengrinews.kz/article/vvp-doxody-naseleniia-novaia-ekonomiceskaia-realnost-4124/

😄 [**ЭКОНОМИЧЕСКИЙ ЛИКБЕЗ**](https://t.me/Economic_basics)

[Linkedin](https://www.linkedin.com/in/sultanov-ruslan-s?utm_source=share&utm_campaign=share_via&utm_content=profile&utm_medium=ios_app) | [Facebook](https://www.facebook.com/share/1AgDXo5qEU/?mibextid=wwXIfr) | [Instagram](https://www.instagram.com/rsultanov.kaz?igsh=aWdqaWh0N3J6cWl2&utm_source=qr)",11695,7,,https://t.me/tengenomika/9721,701,1,False,True,['бюджет']
9720,2026-06-08 13:56:41+00:00,"**О внедрении коэффициента долга к доходу заемщика**

На брифинге Национального Банка прозвучал важный вопрос о возможном внедрении дифференцированного КДД - коэффициента долга к доходу заемщика.

Если проще, КДД показывает, насколько общий долг человека велик по отношению к его годовому доходу. 

В отличие от КДН, который смотрит на ежемесячный платеж, КДД оценивает всю задолженность заемщика с учетом нового кредита.

На вопрос ответил заместитель председателя НБРК Акылжан Баймагамбетов. По его словам, **идея дифференцированного КДД действительно рассматривается регулятором по трем основным сегментам: беззалоговым потребительским кредитам, залоговым автокредитам и ипотечным жилищным займам.**

Однако пока Нацбанк не спешит вводить отдельные лимиты по каждому виду кредита. Причина простая: регулятору нужно накопить больше статистики и посмотреть, как новый инструмент будет работать на практике.

Поэтому на текущем этапе принято общее решение: с 1 января 2027 года КДД будет установлен для всех заемщиков на уровне 8 годовых доходов. То есть совокупный долг человека не должен будет превышать восемь его годовых заработков.

Например, если человек зарабатывает 500 тыс. тенге в месяц, его годовой доход составляет 6 млн тенге. При лимите КДД 8 его совокупная задолженность не должна превышать около 48 млн тенге.

В будущем, если Нацбанк увидит рост рисков в отдельных сегментах, он может перейти к более жесткому регулированию. Например, для отдельных видов займов может быть установлен более низкий лимит - условно до 5 годовых доходов. Это будет не послабление, а ужесточение, потому что заемщик сможет взять меньше долга относительно своего дохода.

Смысл меры понятен: поставить дополнительный «потолок» не на ежемесячный платеж, а на общий размер долга. То есть даже если человек проходит по КДН, новый кредит может быть ограничен, если общий долг уже слишком велик относительно дохода.

По сути, Нацбанк пока выбирает мягкий сценарий: сначала общий лимит, затем наблюдение за рынком, и только после накопления данных - возможное точечное ужесточение по отдельным видам кредитов.

#Финансы 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11398,8,,https://t.me/tengenomika/9720,2152,1,True,True,"['валюта', 'кредиты', 'банки', 'нацбанк', 'бюджет']"
9719,2026-06-08 12:54:31+00:00,"🖊️**В Teniz Capital считают, что Нацбанк с 2018 года не допустил ни одной  монетарной ошибки в своей денежно-кредитной политике**

Снижение базовой ставки с 18% до 17% стало отражением улучшения инфляционной динамики и подтверждением гибкого подхода Национального банка к регулированию экономики. Такое мнение высказала директор департамента управления активами Teniz Capital Investment Banking Гаухар Милушева.

По ее словам, Нацбанк на протяжении последних лет проводит последовательную и взвешенную денежно-кредитную политику, своевременно реагируя на изменения макроэкономической ситуации и инфляционные риски.

📌В Teniz Capital отмечают, что нынешнее решение по ставке не означает отказа от политики ценовой стабильности. Приоритетом регулятора по-прежнему остается сдерживание инфляции, укрепление доверия к тенге и обеспечение долгосрочной устойчивости экономики.

Аналитики также подчеркивают, что Национальный банк сохраняет гибкий и прагматичный подход: дальнейшие решения будут приниматься с учетом инфляционной динамики, состояния экономики и баланса рисков.

[Подробнее](https://forbes.kz/articles/snizhenie-stavki-nbrk-tsikl-smyagcheniya-eshe-ne-garantirovan-77a169)

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11793,2,,https://t.me/tengenomika/9719,1223,3,False,True,"['инфляция', 'валюта', 'кредиты', 'банки', 'нацбанк']"
9718,2026-06-08 11:12:58+00:00,"**Сельский Казахстан начинает жить по законам агломераций**

Когда говорят о сокращении сельского населения, обычно предполагается, что люди массово уезжают из сел в города. Данные за январь-апрель 2026 года показывают, что сельское население Казахстана сократилось на 5,4 тыс. человек, но отдельные территории демонстрируют уверенный рост, причем главным фактором становится уже не рождаемость, а миграция.

▪️Абсолютным лидером стала **Алматинская область**, где сельское население увеличилось сразу на 10,8 тыс. человек. Из них 4,7 тыс. обеспечил естественный прирост, а еще 6,1 тыс. человек пришлись на миграционный приток. Это крупнейший миграционный прирост среди сельских территорий страны. 

Для сравнения, сельское население Акмолинской области выросло на 429 человек, Атырауской области на 1,2 тыс. человек, а Мангистауской области на 596 человек.

▪️Особенно показательна ситуация в Алматинской области. **Люди переезжают не просто в сельскую местность, а в сельские территории, расположенные рядом с крупнейшей агломерацией **страны. 

Это означает, что экономическое влияние Алматы продолжает расширяться далеко за административные границы города. Рост населения постепенно смещается в пригородный пояс, где жилье остается доступнее, а связь с крупнейшим рынком труда страны сохраняется.

▪️На другом полюсе находятся **регионы, где даже высокая рождаемость уже не компенсирует миграционные потери. **

▫️В Туркестанской области сельское население сократилось на 2,3 тыс. человек при естественном приросте почти 8 тыс. человек и миграционном оттоке свыше 10 тыс. человек. 
▫️В Жамбылской области сокращение составило 3,2 тыс. человек, из которых 5,5 тыс. человек пришлись на миграционные потери. 
▫️Схожая ситуация наблюдается в Костанайской, Северо-Казахстанской, Восточно-Казахстанской и Карагандинской областях.

▪️Фактически статистика показывает, что сегодня **меняется сама логика развития сельских территорий**. 

Растут не просто регионы с высокой рождаемостью, а регионы, встроенные в орбиту крупных экономических центров. Именно там концентрируются рабочие места, логистика, строительство, услуги и спрос на землю. Поэтому часть сельской местности начинает развиваться как продолжение городской экономики.

📮__Карта сельского населения все меньше отражает состояние сельского хозяйства и все больше показывает границы экономического влияния крупнейших агломераций. И именно эта карта может стать одним из самых точных прогнозов того, где будет формироваться экономический рост Казахстана в следующем десятилетии.__

Рисунок сгенерирован с помощью ChatGPT

#Макро 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11948,9,,https://t.me/tengenomika/9718,2629,2,True,True,['ввп']
9717,2026-06-08 09:18:27+00:00,"💸**Казахстанцы все чаще снижают ежемесячные платежи по кредитам с помощью рефинансирования                        **

На фоне роста числа кредитов в Казахстане люди все чаще используют рефинансирование как способ сразу снизить ежемесячные выплаты. Это позволяет объединить несколько кредитов в один - и платить меньше каждый месяц.

🖊️В ForteBank отмечают, что клиенты могут объединить кредиты на сумму от 50 тыс. до 9,5 млн тенге сроком до 60 месяцев. Это помогает снизить ежемесячный платеж и легче справляться с расходами. При этом не нужно платить дополнительные комиссии за оформление или получение денег.

По данным банка, подать заявку можно через мобильное приложение, а решение принимается в течение 1 минуты. Среди преимуществ - возможность сразу снизить платеж, один кредит вместо нескольких и, при необходимости, получить дополнительные деньги.

Эксперты отмечают, что это особенно удобно для тех, у кого несколько кредитов с разными датами платежей. Объединение помогает не путаться и лучше контролировать свои расходы.

__Лицензия Агентства РК по регулированию и развитию финансового рынка: Nº1.2.29/197/36 от 03.02.2020 выдана АО ""ForteBank"".

__#партнерскийматериал__

__🤐 [TENGENOMIKA](https://t.me/tengenomika)",11777,10,,https://t.me/tengenomika/9717,1228,3,True,True,"['валюта', 'кредиты', 'банки', 'бюджет']"
9716,2026-06-08 08:03:15+00:00,,11594,12,,https://t.me/tengenomika/9716,0,0,False,False,['прочее']
9715,2026-06-08 08:03:15+00:00,,11593,12,,https://t.me/tengenomika/9715,0,0,False,False,['прочее']
9714,2026-06-08 08:03:15+00:00,"**Карта банковской силы: Қазына**
 
Банковский сектор чаще всего обсуждают через ставку, курс или инфляцию, но в основе любой финансовой системы стоит простая вещь – это масштаб. Логика простая, чем больше у банка активов, тем больше у него поля деятельности: кредитование, инвестиции, ликвидность, инфраструктура, клиентская база. 

Поэтому первый слой нашего рейтинга – это размерность, то есть сравнение банков по их размерности.

▪️По итогам апреля 2026 года в стране функционирует 23 банка второго уровня __(далее – БВУ)__. 
Совокупные активы банковского сектор __(за исключением активов АО «Банк Развития Казахстана») __составили 71,4 трлн тенге, что по сравнению с апрелем 2025 года больше на 8,7 трлн тенге, или на 14,0% __(активы апреля 2025 года 62,6 трлн тенге__). 

При этом **сохраняется высокая концентрация активов** у нескольких участников банковского рынка:
▫️Топ-3 коммерческих банков – 54,2% общих активов;
▫️Топ-5 банков – 69,0% общих активов;
▫️Топ-10 банков – 88,9% общих активов.
 
Иными словами, подобная картина отражает, что состояние всей банковской системы в среднем всегда будет отражать поведение крупнейших игроков. 

▪️**Топ-10 БВУ** представлен следующими участниками:

1️⃣ АО «Народный Банк Казахстана» – 20,6 трлн тенге __(+149,0 млрд тенге, или 0,7% м/м)__, или 28,8% активов БВУ;

2️⃣ АО «Kaspi Bank» – 9,9 трлн тенге __(+295,2 млрд тенге, или 3,1% м/м)__, или 13,9% активов БВУ;

3️⃣ АО «Банк ЦентрКредит» – 8,3 трлн тенге__(+171,6 млрд тенге, или 2,1% м/м)__, или 11,6% активов БВУ;

4️⃣ АО «Отбасы банк» – 5,6 трлн тенге __(-43,8 млрд тенге, или 0,8% м/м)__, или 7,8% активов БВУ;

5️⃣ АО «ForteBank» – 5,0 трлн тенге __(-128,2 млрд тенге, или 2,5% м/м)__, или 7,0% активов БВУ;

6️⃣ АО «Alatau City Bank» – 3,2 трлн тенге __(+46,3млрд тенге, или 1,4% м/м)__, или 4,6% активов БВУ;

7️⃣ АО «Евразийский банк» – 2,8 трлн тенге __(-54,9млрд тенге, или 1,9% м/м)__, или 3,9% активов БВУ;

8️⃣ АО «Фридом Банк Казахстан» – 2,7 трлн тенге__(+106,0 млрд тенге, или 4,1% м/м)__, или 3,8% активов БВУ;

9️⃣ АО «Bereke Bank» – 2,7 трлн тенге __(-38,6 млрд тенге, или 1,4% м/м)__, или 3,8% активов БВУ;

🔟 АО «Bank RBK» – 2,7 трлн тенге __(+196,2 млрд тенге, или 7,9% м/м)__, или 3,8% активов БВУ.
 
▪️**По скорости наращиванию активов** больше всего прибавил в годовом абсолютном выражении:
▫️АО «Народный Банк Казахстана» – рост на 2,0трлн тенге, или на 11,0%;
▫️АО «Kaspi Bank» – рост на 1,5 трлн тенге, или на 17,4%;
▫️АО «Банк ЦентрКредит» – рост на 1,3 трлн тенге, или на 19,4%;
▫️АО «Отбасы банк» – рост на 1,0 трлн тенге, или на 22,4%;
▫️АО «Фридом Банк Казахстан» – рост на 538,1млрд тенге, или на 24,6%.
 
▪️При этом за прошедший год **активы сократились** у ограниченного числа участников:
▫️АО «Евразийский банк» – сокращение на 116,7млрд тенге, или на 4,0%;
▫️ДО АО «Банк ВТБ» – сокращение на 16,5 млрд тенге, или на 6,0%.
 
📮__Банковская система Казахстана остается высоко концентрированной. Это означает, что ключевые решения по кредитованию, депозитам и риск-аппетиту в значительной степени задаются ограниченным кругом крупнейших банков. Поэтому размерность – это не просто кто больше, а индикатор того, кто реально формирует поведение сектора.__

#Финансы 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11449,13,,https://t.me/tengenomika/9714,3247,3,True,True,"['инфляция', 'валюта', 'депозиты', 'кредиты', 'банки', 'инвестиции']"
9713,2026-06-08 04:16:12+00:00,"**Глобальный индекс цен на продовольствие ФАО: май 2026 года
**
[По данным ООН](https://www.fao.org/worldfoodsituation/foodpricesindex/ru/), **в мае 2026 года индекс продовольственных цен ФАО (ИПЦФ) **составил 130,8пункта:
▫️на 0,2% ниже пересмотренного апрельского показателя
▫️на 2,9% выше показателя прошлого года

Как отмечает ФАО, майский показатель свидетельствует о сохранении в целом стабильной динамики индекса. 
Рост значений индексов цен на зерновые и сахар был компенсирован снижением индексов цен на растительные масла и молочную продукцию, тогда как индекс цен на мясо практически не изменился. 

▪️Среднее значение** Индекса цен на зерновые** в мае составило 114,3 пункта, что на 2,9 пункта выше апрельского показателя:
▫️Пшеница дорожает уже четвертый месяц подряд из-за ухудшения прогнозов урожая в США и других странах-экспортерах, а также роста цен на топливо и удобрения.
▫️Кукуруза укрепляется на фоне высокого импортного спроса, сокращения предложения в США и Бразилии и роста спроса на производство этанола.
▫️Цены на ячмень и сорго также растут вслед за кукурузой и пшеницей.
▫️Рис подорожал на 2,7% из-за погодных рисков в Азии и повышения цен на нефть.

▪️В мае **Индекс цен на сахар ФАО** вырос на 7,5% и достиг максимума с октября 2025 года.
Основная причина - опасения по поводу сокращения мирового предложения сахара. В Бразилии часть сахарного тростника перераспределяется на производство этанола, что снижает ожидания по выпуску сахара.

Дополнительное давление на рынок оказывают риски ухудшения урожая в Индии и Таиланде из-за погодных условий, связанных с Эль-Ниньо.
Несмотря на майский рост, мировые цены на сахар все еще остаются на 13,1% ниже уровня прошлого года.

📮 __Майские данные ФАО свидетельствуют о сохранении относительной стабильности мировых продовольственных рынков. Несмотря на неизменный общий индекс продовольственных цен, внутри отдельных товарных групп наблюдаются разно направленные тенденции.
Рост цен на зерновые и сахар связан, прежде всего, с ограничениями предложения, ухудшением прогнозов урожая, погодными рисками и увеличением использования сельскохозяйственного сырья для производства биотоплива.
В то же время снижение цен на растительные масла и молочную продукцию позволило компенсировать этот рост, а цены на мясо в целом остались стабильными.

Таким образом, основным источником давления на мировые продовольственные рынки в настоящее время выступают зерновые и сахар, тогда как по другим товарным группам сохраняется более сбалансированная ситуация.__
 
#Макро 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",11359,3,,https://t.me/tengenomika/9713,2575,2,True,True,"['инфляция', 'нефть', 'платежный баланс', 'азс и топливо']"
9712,2026-06-08 03:43:27+00:00,"**Макроэкономическая повестка | 8–12 июня 2026 года**

На этой неделе внимание мировой экономики будет сосредоточено вокруг инфляции. Ключевые данные выйдут в США, Китае, России, Германии, Индии и Бразилии, что делает ценовую динамику одной из центральных тем недели.

Второй крупный блок событий связан с решениями центральных банков. В фокусе окажутся заседания Банка Канады, Европейского центрального банка и Центрального банка Турции, а также выступление главы ЕЦБ Кристин Лагард.

Дополнительное внимание рынков будет приковано к нефтяному сектору. Неделя включает ежемесячный доклад ОПЕК, краткосрочный прогноз Минэнерго США и традиционные данные по запасам нефти и газа.

Для Казахстана неделя будет насыщена публикациями по инфляции, денежно-кредитной статистике, международным резервам, операциям Национального фонда, рынку жилья, торговле, транспорту и аграрному сектору.

**Понедельник, 8 июня**
🇯🇵 ВВП Японии за I квартал.
🇺🇸 Инфляционные ожидания потребителей по версии Федерального резервного банка Нью-Йорка.
🇰🇿 **Казахстан**
__Рынок труда:__ движение рабочей силы и использование фонда рабочего времени.
__Инфляция:__ индекс потребительских цен и производные показатели.
__Цены производителей и оптовый рынок:__ индексы и цены оптовых продаж товаров и продукции.

**Вторник, 9 июня**
🇨🇳 Внешняя торговля Китая.
🇺🇸 Торговый баланс США и рынок вторичного жилья.
🇪🇺 Выступление главы ЕЦБ Кристин Лагард.
🛢 Краткосрочный прогноз Минэнерго США по нефтяному рынку.
🛢 Данные API по запасам нефти в США.
🇰🇿 **Казахстан**
__Потребительский рынок:__ розничные цены на отдельные товары и услуги.
__Недвижимость:__ индексы цен и цены на рынке жилья.
__Финансовый рынок:__ итоги торгов на KASE.
__Государственный долг:__ первичный и вторичный рынки государственных ценных бумаг, структура ГЦБ в обращении.
__Денежно-кредитная политика:__ монетарный обзор Национального банка.
__Международные резервы и валютный рынок:__ предварительные данные по резервам и активам Национального фонда, валютные операции и интервенции НБК.
__Национальный фонд:__ операции фонда и финансовые инструменты казахстанских эмитентов.

**Среда, 10 июня**
🇯🇵 Инфляция производителей в Японии.
🇨🇳 Потребительская инфляция в Китае.
🇺🇸 Потребительская инфляция в США.
🇨🇦 Решение Банка Канады по процентной ставке и пресс-конференция регулятора.
🇷🇺 Потребительская инфляция в России.
🇺🇸 Исполнение федерального бюджета США.
🛢 Еженедельная статистика по запасам нефти США.
🇰🇿 **Казахстан**
__Туризм:__ деятельность мест размещения.
__Промышленность:__ базовый индекс цен производителей промышленной продукции.
__Валютный рынок:__ индексы эффективных обменных курсов.

**Четверг, 11 июня**
🇪🇺 Встреча лидеров Еврогруппы.
🇹🇷 Решение Центрального банка Турции по процентной ставке.
🇪🇺 Решение Европейского центрального банка по ставке и пресс-конференция ЕЦБ.
🇺🇸 Производственная инфляция и первичные обращения за пособием по безработице в США.
🇷🇺 Торговый баланс России.
🛢 Ежемесячный доклад ОПЕК по нефтяному рынку.
🛢 Запасы природного газа в США.
🌾 Отчет WASDE по мировым аграрным рынкам.

**Пятница, 12 июня**
🇩🇪 Потребительская инфляция в Германии.
🇬🇧 ВВП Великобритании.
🇹🇷 Инфляционный прогноз Центрального банка Турции.
🇮🇳 Потребительская инфляция в Индии.
🇧🇷 Потребительская инфляция в Бразилии.
🇺🇸 Индекс потребительских настроений Мичиганского университета и инфляционные ожидания потребителей.

🇰🇿 **Казахстан**
__Транспорт и связь:__ показатели транспортной отрасли, связи, почтовой и курьерской деятельности.
__Внутренняя торговля:__ данные по торговле и объему реализации товаров и услуг.
__Агропромышленный комплекс:__ показатели животноводства и наличие зерновых и бобовых культур.
__Рынок труда:__ стоимость затрат на содержание рабочей силы.
__Продовольственный рынок:__ индекс цен и средние цены на социально значимые

#КалендарьНедели 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",10926,4,,https://t.me/tengenomika/9712,3869,7,True,True,"['инфляция', 'валюта', 'нефть', 'кредиты', 'банки', 'нацфонд', 'бюджет', 'ввп']"
9711,2026-06-08 03:19:44+00:00,"**Утреннее чтиво**

💰 Национальная валюта ослабла по итогам прошедших торгов (05.06.2026), завершив сессию на отметке 486,00 ₸ (+0,27%) за $, при объёме операций 367 млн USD.

🇷🇺 По отношению к российскому рублю курс сложился на уровне 6,61 ₸ (+1,22%), при этом объём торгов достиг 4 200 млн RUB.

💶 Обменный курс EUR/KZT составил 565,82 ₸ (+0,29%), а объём торгов достиг 11 018 тыс EUR.

🐉 По юаню биржевые торги закрылись на отметке 71,90 ₸ (+0,59%), с проведенным объёмом торгов 22 млн CNY.

#УтреннееЧтиво 

🤐 [TENGENOMIKA](https://t.me/tengenomika)",9709,2,,https://t.me/tengenomika/9711,553,4,True,True,['валюта']
9710,2026-06-07 16:16:26+00:00,"**Лучший антикоррупционный инструмент находится дома**

Что действительно помогает улучшать образование? По мнению авторов - **одним из самых эффективных инструментов повышения качества образования может оказаться обычная вовлеченность родителей.**

Когда родители начинают интересоваться происходящим в школе, участвовать в ее жизни и требовать результатов, меняется поведение всей системы. Авторы приводят пример, где родители учащихся стали более активно контролировать образовательный процесс, после чего выросла посещаемость не только учеников, но и самих учителей.
«Родители получателей стипендии начали требовать большей отчетности от учителей».

Еще более интересным выглядит то, что подобный эффект наблюдался не в одной стране. Исследования показывали схожие результаты в различных образовательных системах, где родители и местные сообщества начинали играть более активную роль.
«Участие родителей в делах школ повысило посещаемость учителей».

Контроль наиболее эффективен тогда, когда он находится максимально близко к результату. 
▫️Министерство может контролировать бюджеты. 
▫️Управления образования могут проверять отчеты. 
▫️Инспекторы могут проводить проверки. 
▫️Но именно родители первыми видят, получает ребенок знания или нет. Именно они быстрее всех замечают проблемы, которые зачастую не попадают ни в один официальный отчет.

Поэтому в главе большое внимание уделяется не только государственным институтам, но и роли общества в целом. Авторы показывают, что общественные организации способны распространять информацию, повышать осведомленность граждан и создавать дополнительный уровень подотчетности внутри системы образования.
«Такие организации вносят вклад в повышение прозрачности образовательных систем».

Через весь текст проходит одна и та же мысль: **качество образования** определяется не только объемом финансирования и качеством учебных программ. Оно **зависит от того, насколько прозрачна система и насколько общество готово интересоваться результатом ее работы**.

Сильная образовательная система строится не только министерствами, директорами школ и учителями. Она строится еще и родителями, которые не остаются пассивными наблюдателями. Потому что там, где обществу небезразличен результат, системе становится гораздо сложнее работать формально.

Если первые части главы были посвящены тому, как коррупция и слабое управление снижают качество образования, то завершается она гораздо более оптимистичной мыслью: **лучшие институты появляются там, где граждане перестают быть сторонними наблюдателями и начинают требовать результат. И, возможно, именно в этом заключается самый важный урок всей главы.

**#ВоскресноеЧтиво **

**🤐 [TENGENOMIKA](https://t.me/tengenomika)",11261,10,,https://t.me/tengenomika/9710,2708,1,True,True,"['депозиты', 'бюджет']"
